location_country,date_year,gross_enrolment_ratio_tertiary_both_sexes_percent
Egypt,1971,7.129030228
Egypt,1972,8.057570457
Egypt,1973,9.381400108
Egypt,1974,10.64690018
Egypt,1975,12.0571003
Egypt,1976,13.65237045
Egypt,1977,15.48241043
Egypt,1978,16.05093002
Egypt,1979,16.1065197
Egypt,1980,16.49247932
Egypt,1981,17.40199089
Egypt,1982,18.48641968
Egypt,1983,19.20664978
Egypt,1984,19.86973953
Egypt,1985,18.66448021
Egypt,1986,18.61828995
Egypt,1987,18.79256058
Egypt,1988,18.46659088
Egypt,1989,15.90765953
Egypt,1990,14.89008045
Egypt,1991,12.6208601
Egypt,1999,30.67882919
Egypt,2001,29.5797596
Egypt,2002,30.53313065
Egypt,2003,27.35322952
Egypt,2004,28.53964043
Egypt,2005,29.72220993
Egypt,2006,29.42542076
Egypt,2007,29.7148304
Egypt,2008,29.39896965
Egypt,2009,29.94858932
Egypt,2010,30.89981079
Egypt,2011,26.51664925
Egypt,2012,27.61831093
Egypt,2013,30.31732941
Egypt,2014,31.67898941
Egypt,2015,36.22853851
El Salvador,1970,2.865700006
El Salvador,1971,3.735650063
El Salvador,1973,5.635859966
El Salvador,1974,7.090600014
El Salvador,1975,7.465849876
El Salvador,1977,7.790999889
El Salvador,1978,7.975319862
El Salvador,1982,10.90305042
El Salvador,1983,13.12255001
El Salvador,1984,14.29078007
El Salvador,1985,15.71860027
El Salvador,1986,16.2147007
El Salvador,1988,16.37812042
El Salvador,1989,16.89248085
El Salvador,1990,16.07896996
El Salvador,1991,17.35811996
El Salvador,1993,18.63850975
El Salvador,1994,20.63628006
El Salvador,1995,22.05916977
El Salvador,1996,21.29442978
El Salvador,1998,22.15237045
El Salvador,1999,22.31318092
El Salvador,2000,21.63936043
El Salvador,2001,20.78668976
El Salvador,2002,21.49571037
El Salvador,2003,22.12166023
El Salvador,2004,22.77890968
El Salvador,2005,23.04487991
El Salvador,2006,23.27095985
El Salvador,2007,24.34089088
El Salvador,2008,25.17845917
El Salvador,2009,25.73414993
El Salvador,2010,26.3590107
El Salvador,2011,27.59089088
El Salvador,2012,28.62896919
El Salvador,2013,29.16847992
El Salvador,2014,28.85296059
El Salvador,2015,29.1310997
Equatorial Guinea,1982,4.038109779
Equatorial Guinea,1991,1.557829976
Equatorial Guinea,2000,3.234750032
Eritrea,1995,1.09987998
Eritrea,1996,1.041540027
Eritrea,1998,0.962390006
Eritrea,1999,1.169839978
Eritrea,2000,1.137060046
Eritrea,2001,1.417919993
Eritrea,2002,1.32099998
Eritrea,2004,1.02662003
Eritrea,2009,1.920629978
Eritrea,2010,2.329669952
Eritrea,2014,2.565380096
Estonia,1981,23.24225044
Estonia,1986,22.01342964
Estonia,1988,22.10320091
Estonia,1989,22.9152298
Estonia,1990,24.75363922
Estonia,1991,24.35972977
Estonia,1992,24.5220108
Estonia,1993,23.53009033
Estonia,1994,24.40292931
Estonia,1995,25.44965935
Estonia,1996,40.1865387
Estonia,1997,44.06195831
Estonia,1998,47.31932068
Estonia,1999,49.6137619
Estonia,2000,54.54351044
Estonia,2001,58.6614418
Estonia,2002,61.53408813
Estonia,2003,64.39517212
Estonia,2004,66.18250275
Estonia,2005,67.91416931
Estonia,2006,67.86591339
Estonia,2007,67.67006683
Estonia,2008,66.44313812
Estonia,2009,66.63710785
Estonia,2010,68.18856049
Estonia,2011,70.36908722
Estonia,2012,72.10182953
Estonia,2013,72.92471313
Estonia,2014,71.37690735
Estonia,2015,69.5504303
Eswatini,1970,0.516349971
Eswatini,1971,0.640160024
Eswatini,1972,0.672940016
Eswatini,1973,0.683359981
Eswatini,1974,1.311859965
Eswatini,1975,2.211489916
Eswatini,1976,2.163199902
Eswatini,1977,2.648530006
Eswatini,1979,2.675869942
Eswatini,1980,3.466249943
Eswatini,1981,3.031169891
Eswatini,1984,4.763239861
Eswatini,1985,4.35586977
Eswatini,1986,3.910550117
Eswatini,1987,3.65741992
Eswatini,1988,4.376229763
Eswatini,1990,4.025169849
Eswatini,1991,3.896120071
Eswatini,1992,3.593290091
Eswatini,1993,4.899330139
Eswatini,1996,6.214169979
Eswatini,1999,4.794700146
Eswatini,2000,4.459209919
Eswatini,2002,4.536079884
Eswatini,2004,5.461140156
Eswatini,2005,4.75177002
Eswatini,2006,4.44382
Eswatini,2011,5.963630199
Eswatini,2013,5.328879833
Ethiopia,1971,0.174869999
Ethiopia,1972,0.188669994
Ethiopia,1973,0.147080004
Ethiopia,1974,0.237690002
Ethiopia,1977,0.244770005
Ethiopia,1978,0.377350003
Ethiopia,1979,0.462440014
Ethiopia,1980,0.513010025
Ethiopia,1981,0.488310009
Ethiopia,1982,0.499430001
Ethiopia,1983,0.523490012
Ethiopia,1984,0.504939973
Ethiopia,1986,0.803110003
Ethiopia,1987,0.860140026
Ethiopia,1988,0.804620028
Ethiopia,1989,0.825860023
Ethiopia,1990,0.849749982
Ethiopia,1991,0.827030003
Ethiopia,1994,0.62026
Ethiopia,1995,0.672969997
Ethiopia,1996,0.697589993
Ethiopia,1997,0.816290021
Ethiopia,1998,0.855790019
Ethiopia,1999,0.952139974
Ethiopia,2000,1.188120008
Ethiopia,2001,1.470209956
Ethiopia,2002,1.643769979
Ethiopia,2003,2.289079905
Ethiopia,2004,2.560800076
Ethiopia,2005,2.751620054
Ethiopia,2008,3.536530018
Ethiopia,2009,5.24737978
Ethiopia,2010,7.332290173
Ethiopia,2011,7.757430077
Ethiopia,2012,8.144729614
Ethiopia,2014,8.126040459
Euro area,1970,19.55237007
Euro area,1971,19.55476952
Euro area,1972,20.62472916
Euro area,1973,21.93520927
Euro area,1974,22.71536064
Euro area,1975,23.7850399
Euro area,1976,25.05957031
Euro area,1977,25.58452034
Euro area,1978,26.16650963
Euro area,1979,25.86437035
Euro area,1980,26.19869041
Euro area,1981,26.33691025
Euro area,1982,26.64962006
Euro area,1983,26.81745911
Euro area,1984,27.32663918
Euro area,1985,28.12984085
Euro area,1986,28.70499992
Euro area,1987,29.08568001
Euro area,1988,29.99077988
Euro area,1989,31.33805084
Euro area,1990,32.67850876
Euro area,1991,34.57683182
Euro area,1992,36.58507919
Euro area,1993,39.42208099
Euro area,1994,42.61159134
Euro area,1995,44.16117859
Euro area,1996,45.9031601
Euro area,1997,48.05067825
Euro area,1998,49.5705719
Euro area,1999,50.72941971
Euro area,2000,52.34072113
Euro area,2001,54.14667892
Euro area,2002,55.32801819
Euro area,2003,57.23781967
Euro area,2004,59.00296021
Euro area,2005,60.35636139
Euro area,2006,61.34120941
Euro area,2007,61.77883148
Euro area,2008,62.6048584
Euro area,2009,63.78839874
Euro area,2010,65.68647003
Euro area,2011,67.62502289
Euro area,2012,68.50856018
Euro area,2013,69.2888031
Euro area,2014,71.00148773
Europe and Central Asia,1970,24.66592026
Europe and Central Asia,1971,24.62684059
Europe and Central Asia,1972,24.93479919
Europe and Central Asia,1973,25.36232948
Europe and Central Asia,1974,25.66297913
Europe and Central Asia,1975,26.24435997
Europe and Central Asia,1976,26.91518021
Europe and Central Asia,1977,27.35218048
Europe and Central Asia,1978,27.69444084
Europe and Central Asia,1979,27.62162971
Europe and Central Asia,1980,27.72887993
Europe and Central Asia,1981,27.81668091
Europe and Central Asia,1982,28.06094933
Europe and Central Asia,1983,28.48019981
Europe and Central Asia,1984,28.98937988
Europe and Central Asia,1985,29.69276047
Europe and Central Asia,1986,30.16794968
Europe and Central Asia,1987,30.57692909
Europe and Central Asia,1988,31.01906013
Europe and Central Asia,1989,31.62936974
Europe and Central Asia,1990,32.39738846
Europe and Central Asia,1991,33.14554977
Europe and Central Asia,1992,33.74649811
Europe and Central Asia,1993,34.66744995
Europe and Central Asia,1994,36.16450119
Europe and Central Asia,1995,37.07670975
Europe and Central Asia,1996,38.48942184
Europe and Central Asia,1997,40.18471146
Europe and Central Asia,1998,41.23218918
Europe and Central Asia,1999,43.13299942
Europe and Central Asia,2000,45.06764984
Europe and Central Asia,2001,47.6705513
Europe and Central Asia,2002,50.19638062
Europe and Central Asia,2003,52.74497986
Europe and Central Asia,2004,54.00104141
Europe and Central Asia,2005,55.7300415
Europe and Central Asia,2006,57.14422989
Europe and Central Asia,2007,58.05522156
Europe and Central Asia,2008,58.81887817
Europe and Central Asia,2009,59.93600845
Europe and Central Asia,2010,61.45275116
Europe and Central Asia,2011,62.56124115
Europe and Central Asia,2012,63.39250946
Europe and Central Asia,2013,64.4754715
Europe and Central Asia,2014,65.08072662
Europe and Central Asia (excluding high-income countries),1970,33.26900101
Europe and Central Asia (excluding high-income countries),1971,32.88243103
Europe and Central Asia (excluding high-income countries),1972,32.30213165
Europe and Central Asia (excluding high-income countries),1973,31.81344032
Europe and Central Asia (excluding high-income countries),1974,31.41544914
Europe and Central Asia (excluding high-income countries),1975,31.39261055
Europe and Central Asia (excluding high-income countries),1976,31.42351913
Europe and Central Asia (excluding high-income countries),1977,31.69524002
Europe and Central Asia (excluding high-income countries),1978,31.87899017
Europe and Central Asia (excluding high-income countries),1979,31.91062927
Europe and Central Asia (excluding high-income countries),1980,31.91674995
Europe and Central Asia (excluding high-income countries),1981,32.09460831
Europe and Central Asia (excluding high-income countries),1982,32.3995285
Europe and Central Asia (excluding high-income countries),1983,32.9058609
Europe and Central Asia (excluding high-income countries),1984,33.5881691
Europe and Central Asia (excluding high-income countries),1985,34.51137161
Europe and Central Asia (excluding high-income countries),1986,35.00099945
Europe and Central Asia (excluding high-income countries),1987,35.3350296
Europe and Central Asia (excluding high-income countries),1988,35.27996826
Europe and Central Asia (excluding high-income countries),1989,35.05661011
Europe and Central Asia (excluding high-income countries),1990,35.07178879
Europe and Central Asia (excluding high-income countries),1991,34.46921158
Europe and Central Asia (excluding high-income countries),1992,33.54735184
Europe and Central Asia (excluding high-income countries),1993,32.37849045
Europe and Central Asia (excluding high-income countries),1994,32.00194168
Europe and Central Asia (excluding high-income countries),1995,31.79179001
Europe and Central Asia (excluding high-income countries),1996,32.81256866
Europe and Central Asia (excluding high-income countries),1997,33.93220139
Europe and Central Asia (excluding high-income countries),1998,34.77988815
Europe and Central Asia (excluding high-income countries),1999,36.4605484
Europe and Central Asia (excluding high-income countries),2000,38.79758835
Europe and Central Asia (excluding high-income countries),2001,41.9612999
Europe and Central Asia (excluding high-income countries),2002,45.07278824
Europe and Central Asia (excluding high-income countries),2003,48.23458099
Europe and Central Asia (excluding high-income countries),2004,49.29449081
Europe and Central Asia (excluding high-income countries),2005,51.37348175
Europe and Central Asia (excluding high-income countries),2006,53.2892189
Europe and Central Asia (excluding high-income countries),2007,54.66516876
Europe and Central Asia (excluding high-income countries),2008,55.6546402
Europe and Central Asia (excluding high-income countries),2009,56.73735809
Europe and Central Asia (excluding high-income countries),2010,57.99831009
Europe and Central Asia (excluding high-income countries),2011,58.84629822
Europe and Central Asia (excluding high-income countries),2012,59.82962036
Europe and Central Asia (excluding high-income countries),2013,61.94181061
Europe and Central Asia (excluding high-income countries),2014,62.06658173
European Union,1970,17.33687973
European Union,1971,17.3032093
European Union,1972,18.0426693
European Union,1973,18.98662949
European Union,1974,19.70240021
European Union,1975,20.73004913
European Union,1976,21.9302597
European Union,1977,22.48848915
European Union,1978,23.04800987
European Union,1979,22.8913002
European Union,1980,23.14722061
European Union,1981,23.25099945
European Union,1982,23.55879021
European Union,1983,24.00444984
European Union,1984,24.4701004
European Union,1985,25.04519081
European Union,1986,25.54406929
European Union,1987,25.94677925
European Union,1988,26.65716934
European Union,1989,27.76542091
European Union,1990,28.9287796
European Union,1991,30.73084068
European Union,1992,32.54344177
European Union,1993,35.28115845
European Union,1994,38.45338821
European Union,1995,40.47557068
European Union,1996,42.53282928
European Union,1997,44.83226013
European Union,1998,46.09580994
European Union,1999,48.35139847
European Union,2000,50.03717041
European Union,2001,52.29299927
European Union,2002,54.35108948
European Union,2003,56.42882156
European Union,2004,58.08087158
European Union,2005,59.66952896
European Union,2006,60.86497116
European Union,2007,61.64891052
European Union,2008,62.62083817
European Union,2009,63.95024872
European Union,2010,65.49324799
European Union,2011,66.53801727
European Union,2012,66.76609039
European Union,2013,66.60649109
European Union,2014,67.71476746
Fiji,1970,0.676069975
Fiji,1971,1.003239989
Fiji,1972,1.224529982
Fiji,1973,1.503749967
Fiji,1974,1.971410036
Fiji,1975,2.58701992
Fiji,1980,2.373250008
Fiji,1981,2.458600044
Fiji,1982,2.72480011
Fiji,1984,2.573980093
Fiji,1985,3.131180048
Fiji,1986,3.060499907
Fiji,1989,5.142670155
Fiji,1991,11.79102039
Fiji,2003,15.77713013
Fiji,2004,15.95223045
Fiji,2005,16.13710022
Finland,1971,13.13405037
Finland,1972,13.65118027
Finland,1973,14.29139042
Finland,1974,15.73027039
Finland,1975,16.95479012
Finland,1976,27.65061951
Finland,1977,29.3953495
Finland,1978,30.68852997
Finland,1979,31.29347038
Finland,1980,31.75723076
Finland,1981,32.15224838
Finland,1982,32.66587067
Finland,1983,33.40467834
Finland,1984,31.49282074
Finland,1985,31.96208
Finland,1986,34.10874176
Finland,1987,36.08156967
Finland,1988,38.13050079
Finland,1989,41.01773071
Finland,1990,44.50114059
Finland,1991,48.92792892
Finland,1992,52.99055862
Finland,1993,59.43059158
Finland,1994,64.08039856
Finland,1995,67.49276733
Finland,1996,70.43665314
Finland,1997,73.49978638
Finland,1998,79.28385162
Finland,1999,81.49201965
Finland,2000,82.43907166
Finland,2001,84.43052673
Finland,2002,84.95935059
Finland,2003,87.07688141
Finland,2004,89.66361237
Finland,2005,91.8286438
Finland,2006,93.28768158
Finland,2007,93.97794342
Finland,2008,95.07446289
Finland,2009,91.82949829
Finland,2010,94.11914063
Finland,2011,95.60183716
Finland,2012,93.28063202
Finland,2013,91.06578827
Finland,2014,88.67154694
Finland,2015,87.28970337
France,1971,18.54129028
France,1972,19.62859917
France,1973,21.3945694
France,1974,22.21249008
France,1975,23.53367043
France,1976,24.69234085
France,1977,24.80830956
France,1978,25.84291077
France,1979,24.23814964
France,1980,25.12804031
France,1981,25.39702034
France,1982,26.88559914
France,1983,27.39139938
France,1985,29.02795982
France,1986,29.57323074
France,1987,29.97680092
France,1988,30.93821907
France,1989,34.42588043
France,1990,36.96326065
France,1991,39.48389816
France,1992,42.81393051
France,1993,45.7188797
France,1994,49.50629044
France,1995,50.31515121
France,1996,52.27442932
France,1997,53.19895935
France,1998,53.71652985
France,1999,54.13898849
France,2000,54.42876053
France,2001,54.37136078
France,2002,53.37950897
France,2003,54.81666183
France,2004,55.2183609
France,2005,55.43880844
France,2006,55.47608948
France,2007,54.82254028
France,2008,54.51990891
France,2009,54.93870926
France,2010,57.12707901
France,2011,58.02497864
France,2012,59.98762894
France,2013,62.14686966
France,2014,64.39047241
Gabon,1971,0.396050006
Gabon,1972,0.698040009
Gabon,1973,0.799860001
Gabon,1974,1.455410004
Gabon,1975,2.13812995
Gabon,1976,2.159240007
Gabon,1977,2.601720095
Gabon,1978,2.627540112
Gabon,1979,2.542190075
Gabon,1980,3.227809906
Gabon,1983,5.250780106
Gabon,1984,5.448740005
Gabon,1987,6.066679955
Gabon,1988,5.745739937
Gabon,1989,5.445260048
Gabon,1990,5.333459854
Gabon,1999,7.177979946
Gabon,2001,8.126290321
Gabon,2003,8.435400009
Gambia,1995,1.75959003
Gambia,1999,1.052279949
Gambia,2004,1.151569963
Gambia,2010,2.172970057
Gambia,2011,3.416419983
Gambia,2012,3.104279995
Georgia,1981,30.03643036
Georgia,1991,36.85845184
Georgia,1995,44.03588867
Georgia,1996,41.34754181
Georgia,1997,44.13179016
Georgia,1999,35.71675873
Georgia,2000,37.79901886
Georgia,2001,38.91862106
Georgia,2002,41.25574875
Georgia,2003,42.74914932
Georgia,2004,42.15422821
Georgia,2005,46.52817917
Georgia,2006,37.96023178
Georgia,2007,36.93210983
Georgia,2008,34.27521133
Georgia,2009,25.55072975
Georgia,2010,28.92168045
Georgia,2011,31.17882919
Georgia,2012,29.20941925
Georgia,2013,34.7521286
Georgia,2014,39.17866898
Georgia,2015,43.41952896
Germany,1991,33.57223129
Germany,1992,35.24605942
Germany,1993,39.15954971
Germany,1994,42.20740891
Germany,1995,45.03332138
Germany,1996,46.68941879
Germany,1997,47.65800858
Germany,2013,61.05641937
Germany,2014,65.47380066
Germany,2015,68.26558685
Ghana,1971,0.688499987
Ghana,1972,0.733910024
Ghana,1973,0.811119974
Ghana,1974,0.941340029
Ghana,1975,0.995209992
Ghana,1976,1.100260019
Ghana,1982,1.615210056
Ghana,1991,0.975409985
Ghana,1992,1.113250017
Ghana,1993,1.31298995
Ghana,1994,1.329730034
Ghana,2005,5.873889923
Ghana,2006,5.264979839
Ghana,2007,6.521130085
Ghana,2008,8.645219803
Ghana,2009,9.019399643
Ghana,2011,12.07820034
Ghana,2012,12.18241024
Ghana,2013,14.30498981
Ghana,2014,15.89387989
Ghana,2015,16.23051071
Greece,1971,13.18902016
Greece,1972,13.2917099
Greece,1973,14.43492985
Greece,1974,15.32164955
Greece,1975,17.35968018
Greece,1976,17.85061073
Greece,1977,18.17226028
Greece,1978,17.04747963
Greece,1979,17.19857025
Greece,1980,16.5970192
Greece,1981,17.06640053
Greece,1982,17.5191803
Greece,1983,19.17148018
Greece,1984,20.45294952
Greece,1985,22.76400948
Greece,1986,24.19643021
Greece,1987,25.95046997
Greece,1988,24.53198051
Greece,1989,24.16452026
Greece,1990,24.93856049
Greece,1991,36.33464813
Greece,1992,34.77109146
Greece,1993,38.12108994
Greece,1994,39.68896103
Greece,1995,37.03152847
Greece,1996,40.56399918
Greece,1997,44.25431061
Greece,1998,45.2754097
Greece,1999,46.96197891
Greece,2000,51.51860046
Greece,2001,59.19155121
Greece,2002,66.81391144
Greece,2003,72.2961731
Greece,2004,78.48364258
Greece,2005,87.0911026
Greece,2006,90.77529907
Greece,2007,87.35135651
Greece,2010,102.7308731
Greece,2011,107.8285522
Greece,2012,110.2631226
Greece,2013,110.1626816
Greece,2014,113.871788
Grenada,1979,1.449409962
Grenada,1980,5.834280014
Grenada,1982,8.302700043
Grenada,1983,4.465670109
Grenada,1984,4.483369827
Grenada,2009,52.77733994
Grenada,2015,91.14774323
Guatemala,1970,3.053550005
Guatemala,1971,3.24593997
Guatemala,1972,3.581429958
Guatemala,1973,3.940720081
Guatemala,1974,3.535209894
Guatemala,1975,3.952270031
Guatemala,1976,4.427149773
Guatemala,1977,4.94355011
Guatemala,1978,5.733439922
Guatemala,1981,5.625349998
Guatemala,1983,6.508150101
Guatemala,1984,6.581429958
Guatemala,1985,6.778580189
Guatemala,1986,7.086140156
Guatemala,1993,7.886479855
Guatemala,1994,8.222900391
Guatemala,1995,8.275839806
Guatemala,2002,8.796480179
Guatemala,2007,16.93120003
Guatemala,2013,18.32584
Guatemala,2015,21.84680939
Guinea,1971,0.553409994
Guinea,1975,2.407840014
Guinea,1976,3.001679897
Guinea,1977,3.448659897
Guinea,1978,4.800300121
Guinea,1979,5.077089787
Guinea,1981,4.447979927
Guinea,1982,3.180089951
Guinea,1983,3.141000032
Guinea,1984,2.88064003
Guinea,1985,2.449500084
Guinea,1986,1.980970025
Guinea,1987,1.49406004
Guinea,1988,1.284980059
Guinea,1989,1.321030021
Guinea,1990,1.207980037
Guinea,1991,1.051040053
Guinea,1992,0.969099998
Guinea,1993,1.296309948
Guinea,1994,1.176149964
Guinea,1995,1.262940049
Guinea,1996,1.146229982
Guinea,1997,1.166180015
Guinea,1998,1.194390059
Guinea,2004,2.140660048
Guinea,2005,2.881119967
Guinea,2006,5.030360222
Guinea,2007,7.81633997
Guinea,2008,8.909799576
Guinea,2009,9.023599625
Guinea,2010,10.26004982
Guinea,2011,10.40344048
Guinea,2012,9.891860008
Guinea,2013,10.37887001
Guinea,2014,10.84932995
Guinea-Bissau,1989,0.465009987
Guinea-Bissau,2005,2.167779922
Guinea-Bissau,2006,2.501369953
Guyana,1971,1.601519942
Guyana,1972,1.715070009
Guyana,1973,1.87796998
Guyana,1976,3.60010004
Guyana,1979,3.059789896
Guyana,1980,2.864170074
Guyana,1981,2.779589891
Guyana,1982,3.104089975
Guyana,1983,2.340719938
Guyana,1984,2.446690083
Guyana,1985,2.70133996
Guyana,1986,2.76631999
Guyana,1988,4.464449883
Guyana,1990,5.789060116
Guyana,1994,9.750359535
Guyana,1995,8.992620468
Guyana,1996,9.928380013
Guyana,1997,11.58897972
Guyana,2003,7.854829788
Guyana,2004,11.70956993
Guyana,2005,12.87434959
Guyana,2006,13.6869297
Guyana,2007,14.15256977
Guyana,2008,13.44324017
Guyana,2009,12.5173502
Guyana,2010,13.06637955
Guyana,2011,12.84799957
Guyana,2012,12.48062038
Haiti,1976,0.634940028
Haiti,1977,0.605910003
Haiti,1978,0.776440024
Haiti,1979,0.801850021
Haiti,1980,0.800480008
Haiti,1981,0.848770022
Haiti,1983,0.915830016
Haiti,1984,1.064450026
Haiti,1986,1.02658999
Heavily-indebted poor countries,1970,1.510820031
Heavily-indebted poor countries,1971,1.490589976
Heavily-indebted poor countries,1972,1.531499982
Heavily-indebted poor countries,1973,1.57317996
Heavily-indebted poor countries,1974,1.662240028
Heavily-indebted poor countries,1975,1.737490058
Heavily-indebted poor countries,1976,1.806550026
Heavily-indebted poor countries,1977,1.864760041
Heavily-indebted poor countries,1978,1.99616003
Heavily-indebted poor countries,1979,2.067450047
Heavily-indebted poor countries,1980,2.150249958
Heavily-indebted poor countries,1981,2.19095993
Heavily-indebted poor countries,1982,2.233139992
Heavily-indebted poor countries,1983,2.264630079
Heavily-indebted poor countries,1984,2.287879944
Heavily-indebted poor countries,1985,2.324379921
Heavily-indebted poor countries,1986,2.374949932
Heavily-indebted poor countries,1987,2.374660015
Heavily-indebted poor countries,1988,2.434950113
Heavily-indebted poor countries,1989,2.469419956
Heavily-indebted poor countries,1990,2.511539936
Heavily-indebted poor countries,1991,2.562350035
Heavily-indebted poor countries,1992,2.607929945
Heavily-indebted poor countries,1993,2.67524004
Heavily-indebted poor countries,1994,2.719710112
Heavily-indebted poor countries,1995,2.759320021
Heavily-indebted poor countries,1996,2.826250076
Heavily-indebted poor countries,1997,2.944099903
Heavily-indebted poor countries,1998,3.022330046
Heavily-indebted poor countries,1999,3.129899979
Heavily-indebted poor countries,2000,3.443380117
Heavily-indebted poor countries,2001,3.747200012
Heavily-indebted poor countries,2002,4.011119843
Heavily-indebted poor countries,2003,4.243209839
Heavily-indebted poor countries,2004,4.535999775
Heavily-indebted poor countries,2005,4.815310001
Heavily-indebted poor countries,2006,5.14041996
Heavily-indebted poor countries,2007,5.411980152
Heavily-indebted poor countries,2008,5.896160126
Heavily-indebted poor countries,2009,6.468420029
Heavily-indebted poor countries,2010,7.093299866
Heavily-indebted poor countries,2011,7.326620102
Heavily-indebted poor countries,2012,7.688250065
Heavily-indebted poor countries,2013,7.958449841
Heavily-indebted poor countries,2014,8.121290207
High-income countries,1970,25.36930084
High-income countries,1971,25.29865074
High-income countries,1972,26.43293953
High-income countries,1973,27.42837906
High-income countries,1974,28.27531052
High-income countries,1975,29.67310905
High-income countries,1976,31.57777023
High-income countries,1977,31.59540939
High-income countries,1978,32.33816147
High-income countries,1979,32.21596909
High-income countries,1980,32.80834961
High-income countries,1981,33.60372925
High-income countries,1982,34.28182983
High-income countries,1983,34.96446991
High-income countries,1984,35.5868187
High-income countries,1985,35.94598007
High-income countries,1986,36.53440094
High-income countries,1987,37.52138901
High-income countries,1988,38.67647171
High-income countries,1989,39.95518875
High-income countries,1990,41.66125107
High-income countries,1991,43.14714813
High-income countries,1992,45.31195831
High-income countries,1993,48.09294128
High-income countries,1994,50.32857895
High-income countries,1995,51.90113068
High-income countries,1996,53.47071838
High-income countries,1997,54.43212128
High-income countries,1998,53.66162109
High-income countries,1999,55.77544022
High-income countries,2000,55.98945999
High-income countries,2001,57.68326187
High-income countries,2002,61.91918945
High-income countries,2003,63.68725967
High-income countries,2004,64.71244812
High-income countries,2005,65.73578644
High-income countries,2006,66.31182861
High-income countries,2007,67.03988647
High-income countries,2008,68.1417923
High-income countries,2009,69.97129059
High-income countries,2010,72.97530365
High-income countries,2011,74.8225174
High-income countries,2012,75.06752777
High-income countries,2013,73.79049683
High-income countries,2014,73.66329193
High-income countries,2015,73.74691772
Honduras,1974,3.603509903
Honduras,1975,3.996400118
Honduras,1976,5.035099983
Honduras,1977,6.354129791
Honduras,1978,7.088270187
Honduras,1980,7.309279919
Honduras,1981,8.397669792
Honduras,1982,8.812239647
Honduras,1983,8.81385994
Honduras,1984,8.831760406
Honduras,1985,8.715310097
Honduras,1987,8.33728981
Honduras,1988,9.294389725
Honduras,1989,9.276200294
Honduras,1990,8.908670425
Honduras,1991,8.990010262
Honduras,1992,9.37635994
Honduras,1993,9.205539703
Honduras,1994,10.1846199
Honduras,1995,10.13580036
Honduras,1996,10.86079979
Honduras,1997,11.70143986
Honduras,1998,13.53582001
Honduras,1999,13.31056976
Honduras,2000,13.81764984
Honduras,2003,17.00469971
Honduras,2004,17.05581093
Honduras,2008,18.79223061
Honduras,2010,20.65419006
Honduras,2012,20.49556923
Honduras,2013,21.20455933
Honduras,2014,21.18413925
Honduras,2015,22.05937004
Hong Kong,1971,6.835969925
Hong Kong,1972,7.241020203
Hong Kong,1973,7.659870148
Hong Kong,1974,8.347350121
Hong Kong,1975,8.885860443
Hong Kong,1976,9.749710083
Hong Kong,1977,9.038200378
Hong Kong,1979,9.247830391
Hong Kong,1980,9.283510208
Hong Kong,1982,9.95359993
Hong Kong,1983,11.28400993
Hong Kong,1984,12.15120983
Hong Kong,1992,18.35456085
Hong Kong,1993,19.36276054
Hong Kong,1994,21.50551033
Hong Kong,2003,31.31263924
Hong Kong,2004,31.32427025
Hong Kong,2005,32.30270004
Hong Kong,2006,33.20819092
Hong Kong,2007,41.4968605
Hong Kong,2008,54.39400101
Hong Kong,2009,55.43484879
Hong Kong,2010,58.48680878
Hong Kong,2011,60.54973984
Hong Kong,2012,60.58628845
Hong Kong,2013,67.27591705
Hong Kong,2014,68.7787323
Hong Kong,2015,68.47545624
Hungary,1971,10.02169037
Hungary,1972,10.2989502
Hungary,1973,10.36007023
Hungary,1974,10.81305981
Hungary,1975,11.22976971
Hungary,1976,11.71531963
Hungary,1977,12.22626019
Hungary,1978,12.39089966
Hungary,1979,12.57707024
Hungary,1980,12.85186958
Hungary,1981,13.21969986
Hungary,1982,14.26550961
Hungary,1983,14.88364029
Hungary,1984,15.54358006
Hungary,1985,16.04810905
Hungary,1986,16.10758018
Hungary,1987,15.67918968
Hungary,1988,15.28649998
Hungary,1989,14.83152962
Hungary,1990,14.68564034
Hungary,1991,14.52085972
Hungary,1992,14.92063999
Hungary,1993,16.08620071
Hungary,1994,19.35170937
Hungary,1995,22.18433952
Hungary,1996,24.61347961
Hungary,1997,26.25248909
Hungary,1998,30.10096931
Hungary,1999,32.49789047
Hungary,2000,35.93188095
Hungary,2001,39.6877594
Hungary,2002,44.56143951
Hungary,2003,52.28739929
Hungary,2004,60.15528107
Hungary,2005,65.10653687
Hungary,2006,67.61630249
Hungary,2007,67.34326172
Hungary,2008,64.46910095
Hungary,2009,61.70100021
Hungary,2010,60.36822128
Hungary,2011,59.50613022
Hungary,2012,59.79730988
Hungary,2013,57.01671982
Hungary,2014,53.19281006
Hungary,2015,50.86220169
Iceland,1971,9.913990021
Iceland,1972,11.06492996
Iceland,1973,12.38121033
Iceland,1974,12.95189953
Iceland,1975,14.04376984
Iceland,1976,15.10758018
Iceland,1977,15.47138023
Iceland,1978,15.97513962
Iceland,1980,19.70554924
Iceland,1981,20.40217972
Iceland,1982,21.24523926
Iceland,1983,22.95565987
Iceland,1984,23.51454926
Iceland,1985,20.89934921
Iceland,1986,21.32345963
Iceland,1987,21.58485985
Iceland,1988,21.7741909
Iceland,1989,23.40426064
Iceland,1990,25.59647942
